graph_name,parent_name,source,pickle_path,opt_sum,n,m,density,planar,bipartite,radius,diameter,node_connectivity,degree_min,degree_max,degree_p25,degree_p50,degree_p75,closeness_centrality_min,closeness_centrality_max,closeness_centrality_p25,closeness_centrality_p50,closeness_centrality_p75,betweenness_centrality_min,betweenness_centrality_max,betweenness_centrality_p25,betweenness_centrality_p50,betweenness_centrality_p75,degree_centrality_min,degree_centrality_max,degree_centrality_p25,degree_centrality_p50,degree_centrality_p75,clustering_min,clustering_max,clustering_p25,clustering_p50,clustering_p75,transitivity,katz_centrality_min,katz_centrality_max,katz_centrality_p25,katz_centrality_p50,katz_centrality_p75,pagerank_min,pagerank_max,pagerank_p25,pagerank_p50,pagerank_p75,treewidth_min_fill_in,treewidth_min_degree,LB
gr11d.d_1,gr11d.d,FVS_competition,pickles/gr11d.d_1.pickle,,2,2,1.0,True,True,1,1,1,2,2,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0,0,0.0,0.0,0.0,0,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.5,0.5,0.5,0.5,0.5,1,1,1
gr-paper.d_0,gr-paper.d,FVS_competition,pickles/gr-paper.d_0.pickle,,4,5,0.4166666666666667,True,False,2,3,1,2,3,2.0,2.5,3.0,0.5,0.75,0.5,0.55,0.6375,0.0,0.5,0.375,0.5,0.5,0.6666666666666666,1.0,0.6666666666666666,0.8333333333333333,1.0,0.3333333333333333,0.5,0.3333333333333333,0.41666666666666663,0.5,0.5,0.486117784050369,0.5347295493315389,0.48644624162830774,0.48874544467387954,0.5018837587279885,0.15508018934150383,0.28689856461461727,0.24626357072093621,0.27901062302193946,0.2827470523010033,2,2,1
gr-paper.d_1,gr-paper.d,FVS_competition,pickles/gr-paper.d_1.pickle,,5,6,0.3,True,False,2,4,1,2,3,2.0,2.0,3.0,0.4,0.6666666666666666,0.4,0.4,0.5,0.25,0.5,0.25,0.5,0.5,0.5,0.75,0.5,0.5,0.75,0.0,0.5,0.0,0.16666666666666666,0.16666666666666666,0,0.43716661560948905,0.4809226532488659,0.43720599955683753,0.4375998390303221,0.44153827310977134,0.1303747904888615,0.25007009800159197,0.14081890390314286,0.23617549347225184,0.24256071413415178,2,2,1
stg.d_0,stg.d,FVS_competition,pickles/stg.d_0.pickle,,20,30,0.07894736842105263,False,False,7,8,1,2,4,2.0,3.0,4.0,0.2261904761904762,0.2714285714285714,0.2261904761904762,0.2488095238095238,0.2714285714285714,0.05555555555555555,0.28362573099415206,0.05555555555555555,0.1695906432748538,0.283625730994152,0.10526315789473684,0.21052631578947367,0.10526315789473684,0.15789473684210525,0.21052631578947367,0,0,0.0,0.0,0.0,0,0.21271781810961626,0.23398959348373638,0.21271781810961626,0.22335370579667632,0.23398959348373638,0.035087499208321486,0.06491250079167851,0.035087499208321486,0.05,0.06491250079167851,5,5,4
green3nonzero.d_0,green3nonzero.d,FVS_competition,pickles/green3nonzero.d_0.pickle,,3,9,1.5,True,False,1,1,6,6,6,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5773502691896258,0.5773502691896258,0.5773502691896258,0.5773502691896258,0.5773502691896258,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,2,2,6
rd_4_4_90.d_0,rd_4_4_90.d,FVS_competition,pickles/rd_4_4_90.d_0.pickle,,4,4,0.3333333333333333,True,True,3,3,1,2,2,2.0,2.0,2.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0.0,0.0,0.0,0,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.25,2,2,1
gr4-shift.d_0,gr4-shift.d,FVS_competition,pickles/gr4-shift.d_0.pickle,,3,4,0.6666666666666666,True,False,1,2,2,2,3,2.5,3.0,3.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.8333333333333333,0.0,0.5,0.25,0.5,0.5,1.0,1.5,1.25,1.5,1.5,0.5,1.0,0.5,0.5,0.75,0.5,0.5565644422936473,0.6122208615029088,0.5590942749813221,0.5616241076689971,0.5869224845859529,0.21481051315058508,0.3974000441421556,0.30129997792892205,0.387789442707259,0.3925947434247073,2,2,1
stg0.d_0,stg0.d,FVS_competition,pickles/stg0.d_0.pickle,,6,8,0.26666666666666666,True,True,3,4,1,2,4,2.0,2.0,3.5,0.4166666666666667,0.5,0.4166666666666667,0.4166666666666667,0.4791666666666667,0.17500000000000002,0.6000000000000001,0.17500000000000002,0.17500000000000002,0.4937500000000001,0.4,0.8,0.4,0.4,0.7000000000000001,0,0,0.0,0.0,0.0,0,0.39589866466619306,0.4318894472327964,0.39589866466619306,0.39589866466619306,0.42289175159114556,0.12837869550200737,0.24324260899598518,0.12837869550200737,0.12837869550200737,0.21452663062249072,2,2,2
stg0.d_1,stg0.d,FVS_competition,pickles/stg0.d_1.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stg0.d_2,stg0.d,FVS_competition,pickles/stg0.d_2.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
example-bad1.d_0,example-bad1.d,FVS_competition,pickles/example-bad1.d_0.pickle,,5,6,0.3,True,False,2,4,1,2,4,2.0,2.0,2.0,0.4,0.6666666666666666,0.4,0.5,0.5,0.25,0.8333333333333333,0.25,0.25,0.25,0.5,1.0,0.5,0.5,0.5,0.16666666666666666,0.5,0.5,0.5,0.5,0,0.43667635247477965,0.47995057145461056,0.43667635247477965,0.4406103581051158,0.4406103581051158,0.1669575111110693,0.3222552600600985,0.1669575111110693,0.17191485885888147,0.17191485885888147,2,2,2
gr13.d_0,gr13.d,FVS_competition,pickles/gr13.d_0.pickle,,4,5,0.4166666666666667,True,False,2,3,1,2,3,2.0,2.5,3.0,0.5,0.75,0.5,0.55,0.6375,0.0,0.5,0.375,0.5,0.5,0.6666666666666666,1.0,0.6666666666666666,0.8333333333333333,1.0,0.3333333333333333,0.5,0.3333333333333333,0.41666666666666663,0.5,0.5,0.486117784050369,0.5347295493315389,0.48644624162830774,0.48874544467387954,0.5018837587279885,0.15508018934150383,0.28689856461461727,0.24626357072093621,0.27901062302193946,0.2827470523010033,2,2,1
green.d_0,green.d,FVS_competition,pickles/green.d_0.pickle,,4,16,1.3333333333333333,True,False,1,1,8,8,8,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,1.0,1.0,1.0,1.0,1.0,1.0,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.25,0.25,0.25,0.25,0.25,3,3,10
complete6.d_0,complete6.d,FVS_competition,pickles/complete6.d_0.pickle,,6,30,1.0,False,False,1,1,5,10,10,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.408248290463863,0.408248290463863,0.408248290463863,0.408248290463863,0.408248290463863,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,5,5,10
gr3.d_0,gr3.d,FVS_competition,pickles/gr3.d_0.pickle,,3,3,0.5,True,False,2,2,1,2,2,2.0,2.0,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0.5773502691896258,0.5773502691896258,0.5773502691896258,0.5773502691896258,0.5773502691896258,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,2,2,1
k3_3.d_0,k3_3.d,FVS_competition,pickles/k3_3.d_0.pickle,,6,9,0.3,False,True,3,5,1,3,3,3.0,3.0,3.0,0.3333333333333333,0.5555555555555556,0.4020979020979021,0.5050505050505051,0.5555555555555556,0.11666666666666665,0.5,0.15833333333333333,0.2833333333333333,0.44583333333333336,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0,0,0.0,0.0,0.0,0,0.3862546216809729,0.4290941192328079,0.38760540216588224,0.40788297694999553,0.42790238751251175,0.075496759895528,0.2302839209368425,0.12683654631320235,0.177332085174631,0.2164958578878886,3,3,1
gr0.d_0,gr0.d,FVS_competition,pickles/gr0.d_0.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dene.d_0,dene.d,FVS_competition,pickles/dene.d_0.pickle,,2,2,1.0,True,True,1,1,1,2,2,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0,0,0.0,0.0,0.0,0,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.5,0.5,0.5,0.5,0.5,1,1,1
complete2.d_0,complete2.d,FVS_competition,pickles/complete2.d_0.pickle,,2,2,1.0,True,True,1,1,1,2,2,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0,0,0.0,0.0,0.0,0,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.5,0.5,0.5,0.5,0.5,1,1,1
gr2.d_0,gr2.d,FVS_competition,pickles/gr2.d_0.pickle,,2,2,1.0,True,True,1,1,1,2,2,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0,0,0.0,0.0,0.0,0,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.5,0.5,0.5,0.5,0.5,1,1,1
complete7.d_0,complete7.d,FVS_competition,pickles/complete7.d_0.pickle,,7,42,1.0,False,False,1,1,6,12,12,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.37796447300922725,0.37796447300922725,0.37796447300922725,0.37796447300922725,0.37796447300922725,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,6,6,13
s27.d_0,s27.d,FVS_competition,pickles/s27.d_0.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_1,s27.d,FVS_competition,pickles/s27.d_1.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_2,s27.d,FVS_competition,pickles/s27.d_2.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_3,s27.d,FVS_competition,pickles/s27.d_3.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_4,s27.d,FVS_competition,pickles/s27.d_4.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_5,s27.d,FVS_competition,pickles/s27.d_5.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_6,s27.d,FVS_competition,pickles/s27.d_6.pickle,,15,21,0.1,True,False,6,10,1,2,6,2.0,2.0,3.0,0.14736842105263157,0.35,0.1698529411764706,0.18666666666666668,0.24393939393939393,0.01098901098901099,0.565934065934066,0.0750915750915751,0.4450549450549451,0.5054945054945056,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.21428571428571427,0,0,0.0,0.0,0.0,0,0.24600961758547835,0.3468738038998024,0.24601723396722727,0.24610801061016543,0.2522805566422239,0.023238900050955306,0.1501777773951612,0.03506428062161591,0.059559259131720395,0.09012513099428521,3,3,1
s27.d_7,s27.d,FVS_competition,pickles/s27.d_7.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_8,s27.d,FVS_competition,pickles/s27.d_8.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_9,s27.d,FVS_competition,pickles/s27.d_9.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_10,s27.d,FVS_competition,pickles/s27.d_10.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_11,s27.d,FVS_competition,pickles/s27.d_11.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_12,s27.d,FVS_competition,pickles/s27.d_12.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_13,s27.d,FVS_competition,pickles/s27.d_13.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_14,s27.d,FVS_competition,pickles/s27.d_14.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_15,s27.d,FVS_competition,pickles/s27.d_15.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_16,s27.d,FVS_competition,pickles/s27.d_16.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_17,s27.d,FVS_competition,pickles/s27.d_17.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_18,s27.d,FVS_competition,pickles/s27.d_18.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_19,s27.d,FVS_competition,pickles/s27.d_19.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_20,s27.d,FVS_competition,pickles/s27.d_20.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_21,s27.d,FVS_competition,pickles/s27.d_21.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_22,s27.d,FVS_competition,pickles/s27.d_22.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_23,s27.d,FVS_competition,pickles/s27.d_23.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_24,s27.d,FVS_competition,pickles/s27.d_24.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_25,s27.d,FVS_competition,pickles/s27.d_25.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_26,s27.d,FVS_competition,pickles/s27.d_26.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_27,s27.d,FVS_competition,pickles/s27.d_27.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_28,s27.d,FVS_competition,pickles/s27.d_28.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_29,s27.d,FVS_competition,pickles/s27.d_29.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_30,s27.d,FVS_competition,pickles/s27.d_30.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_31,s27.d,FVS_competition,pickles/s27.d_31.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_32,s27.d,FVS_competition,pickles/s27.d_32.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_33,s27.d,FVS_competition,pickles/s27.d_33.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_34,s27.d,FVS_competition,pickles/s27.d_34.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_35,s27.d,FVS_competition,pickles/s27.d_35.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_36,s27.d,FVS_competition,pickles/s27.d_36.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_37,s27.d,FVS_competition,pickles/s27.d_37.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_38,s27.d,FVS_competition,pickles/s27.d_38.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27.d_39,s27.d,FVS_competition,pickles/s27.d_39.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_0,s1423.d,FVS_competition,pickles/s1423.d_0.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_1,s1423.d,FVS_competition,pickles/s1423.d_1.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_2,s1423.d,FVS_competition,pickles/s1423.d_2.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_3,s1423.d,FVS_competition,pickles/s1423.d_3.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_4,s1423.d,FVS_competition,pickles/s1423.d_4.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_5,s1423.d,FVS_competition,pickles/s1423.d_5.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_6,s1423.d,FVS_competition,pickles/s1423.d_6.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_7,s1423.d,FVS_competition,pickles/s1423.d_7.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_8,s1423.d,FVS_competition,pickles/s1423.d_8.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_9,s1423.d,FVS_competition,pickles/s1423.d_9.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_10,s1423.d,FVS_competition,pickles/s1423.d_10.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_11,s1423.d,FVS_competition,pickles/s1423.d_11.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_12,s1423.d,FVS_competition,pickles/s1423.d_12.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_13,s1423.d,FVS_competition,pickles/s1423.d_13.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_14,s1423.d,FVS_competition,pickles/s1423.d_14.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_15,s1423.d,FVS_competition,pickles/s1423.d_15.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_16,s1423.d,FVS_competition,pickles/s1423.d_16.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_17,s1423.d,FVS_competition,pickles/s1423.d_17.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_18,s1423.d,FVS_competition,pickles/s1423.d_18.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_19,s1423.d,FVS_competition,pickles/s1423.d_19.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_20,s1423.d,FVS_competition,pickles/s1423.d_20.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_21,s1423.d,FVS_competition,pickles/s1423.d_21.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_22,s1423.d,FVS_competition,pickles/s1423.d_22.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_23,s1423.d,FVS_competition,pickles/s1423.d_23.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_24,s1423.d,FVS_competition,pickles/s1423.d_24.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_25,s1423.d,FVS_competition,pickles/s1423.d_25.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_26,s1423.d,FVS_competition,pickles/s1423.d_26.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_27,s1423.d,FVS_competition,pickles/s1423.d_27.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_28,s1423.d,FVS_competition,pickles/s1423.d_28.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_29,s1423.d,FVS_competition,pickles/s1423.d_29.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_30,s1423.d,FVS_competition,pickles/s1423.d_30.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_31,s1423.d,FVS_competition,pickles/s1423.d_31.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_32,s1423.d,FVS_competition,pickles/s1423.d_32.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_33,s1423.d,FVS_competition,pickles/s1423.d_33.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_34,s1423.d,FVS_competition,pickles/s1423.d_34.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_35,s1423.d,FVS_competition,pickles/s1423.d_35.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_36,s1423.d,FVS_competition,pickles/s1423.d_36.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_37,s1423.d,FVS_competition,pickles/s1423.d_37.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_38,s1423.d,FVS_competition,pickles/s1423.d_38.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_39,s1423.d,FVS_competition,pickles/s1423.d_39.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_40,s1423.d,FVS_competition,pickles/s1423.d_40.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_41,s1423.d,FVS_competition,pickles/s1423.d_41.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_42,s1423.d,FVS_competition,pickles/s1423.d_42.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_43,s1423.d,FVS_competition,pickles/s1423.d_43.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_44,s1423.d,FVS_competition,pickles/s1423.d_44.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_45,s1423.d,FVS_competition,pickles/s1423.d_45.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_46,s1423.d,FVS_competition,pickles/s1423.d_46.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_47,s1423.d,FVS_competition,pickles/s1423.d_47.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_48,s1423.d,FVS_competition,pickles/s1423.d_48.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_49,s1423.d,FVS_competition,pickles/s1423.d_49.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_50,s1423.d,FVS_competition,pickles/s1423.d_50.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_51,s1423.d,FVS_competition,pickles/s1423.d_51.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_52,s1423.d,FVS_competition,pickles/s1423.d_52.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_53,s1423.d,FVS_competition,pickles/s1423.d_53.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_54,s1423.d,FVS_competition,pickles/s1423.d_54.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_55,s1423.d,FVS_competition,pickles/s1423.d_55.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_56,s1423.d,FVS_competition,pickles/s1423.d_56.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_57,s1423.d,FVS_competition,pickles/s1423.d_57.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s1423.d_58,s1423.d,FVS_competition,pickles/s1423.d_58.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
